,date,poll,start,end,n,party,share
3295,2018-04-23,forsa,2018-04-16,2018-04-20,2503.0,FDP,0.09
3296,2018-04-14,forsa,2018-04-09,2018-04-13,2506.0,FDP,0.09
3297,2018-07-04,forsa,2018-04-03,2018-04-06,2005.0,FDP,0.09
3298,2018-03-31,forsa,2018-03-26,2018-03-29,2003.0,FDP,0.09
3299,2018-03-24,forsa,2018-03-19,2018-03-23,2502.0,FDP,0.09
3300,2018-03-17,forsa,2018-03-12,2018-03-16,2502.0,FDP,0.08
3301,2018-11-03,forsa,2018-03-05,2018-03-09,2507.0,FDP,0.09
3302,2018-05-03,forsa,2018-03-04,2018-03-05,1502.0,FDP,0.09
3303,2018-03-03,forsa,2018-02-26,2018-03-02,2505.0,FDP,0.09
3304,2018-02-24,forsa,2018-02-19,2018-02-23,2506.0,FDP,0.09
3305,2018-02-17,forsa,2018-02-12,2018-02-16,2501.0,FDP,0.09
3306,2018-09-02,forsa,2018-02-07,2018-02-08,1003.0,FDP,0.1
3307,2018-05-02,forsa,2018-01-29,2018-02-02,2507.0,FDP,0.09
3308,2018-01-29,forsa,2018-01-22,2018-01-26,2505.0,FDP,0.09
3309,2018-01-22,forsa,2018-01-22,2018-01-22,1282.0,FDP,0.08
3310,2018-01-21,forsa,2018-01-15,2018-01-19,2501.0,FDP,0.08
3311,2018-01-18,forsa,2018-01-15,2018-01-17,1504.0,FDP,0.08
3312,2018-01-15,forsa,2018-01-08,2018-01-12,2501.0,FDP,0.09
3313,2018-07-01,forsa,2018-01-02,2018-01-05,2003.0,FDP,0.09
3314,2017-12-27,forsa,2017-12-18,2017-12-22,2504.0,FDP,0.08
3315,2017-12-16,forsa,2017-12-11,2017-12-15,2501.0,FDP,0.08
3316,2017-10-12,forsa,2017-12-09,2017-12-10,1566.0,FDP,0.08
3317,2017-10-12,forsa,2017-12-04,2017-12-08,2500.0,FDP,0.08
3318,2017-11-27,forsa,2017-11-20,2017-11-24,2508.0,FDP,0.1
3319,2017-11-20,forsa,2017-11-20,2017-11-20,1789.0,FDP,0.1
3320,2017-11-20,forsa,2017-11-13,2017-11-17,2505.0,FDP,0.12
3321,2017-11-13,forsa,2017-11-06,2017-11-10,2506.0,FDP,0.12
3322,2017-10-25,forsa,2017-10-16,2017-10-20,2503.0,FDP,0.11
3323,2017-10-18,forsa,2017-10-09,2017-10-13,2501.0,FDP,0.11
3324,2017-11-10,forsa,2017-10-02,2017-10-06,2001.0,FDP,0.11
3325,2017-11-07,forsa,2017-07-03,2017-07-07,2501.0,FDP,0.08
3326,2017-10-05,forsa,2017-05-02,2017-05-05,2004.0,FDP,0.07
3327,2017-11-04,forsa,2017-04-03,2017-04-07,2502.0,FDP,0.06
3328,2017-11-01,forsa,2017-01-02,2017-01-06,2501.0,FDP,0.06
3329,2021-09-17,politbarometer,2021-09-14,2021-09-16,1406.0,FDP,0.11
3330,2021-10-09,politbarometer,2021-09-07,2021-09-09,1281.0,FDP,0.11
3331,2021-03-09,politbarometer,2021-08-31,2021-09-02,1301.0,FDP,0.11
3332,2021-08-27,politbarometer,2021-08-24,2021-08-26,1300.0,FDP,0.1
3333,2021-08-13,politbarometer,2021-08-10,2021-08-12,1252.0,FDP,0.11
3334,2021-07-30,politbarometer,2021-07-27,2021-07-29,1268.0,FDP,0.1
3335,2021-07-16,politbarometer,2021-07-13,2021-07-15,1224.0,FDP,0.1
3336,2021-06-25,politbarometer,2021-06-22,2021-06-24,1271.0,FDP,0.1
3337,2021-10-06,politbarometer,2021-06-07,2021-06-09,1232.0,FDP,0.1
3338,2021-05-21,politbarometer,2021-05-18,2021-05-20,1229.0,FDP,0.11
3339,2021-07-05,politbarometer,2021-05-04,2021-05-06,1271.0,FDP,0.1
3340,2021-04-16,politbarometer,2021-04-13,2021-04-15,1292.0,FDP,0.09
3341,2021-03-26,politbarometer,2021-03-23,2021-03-25,1030.0,FDP,0.09
3342,2021-02-26,politbarometer,2021-02-23,2021-02-25,1202.0,FDP,0.07
3343,2021-01-28,politbarometer,2021-01-25,2021-01-27,1371.0,FDP,0.06
3344,2021-01-15,politbarometer,2021-01-12,2021-01-14,1262.0,FDP,0.05
3345,2020-10-12,politbarometer,2020-12-07,2020-12-09,1246.0,FDP,0.05
3346,2020-11-27,politbarometer,2020-11-24,2020-11-26,1330.0,FDP,0.05
3347,2020-11-13,politbarometer,2020-11-10,2020-11-12,1347.0,FDP,0.05
3348,2020-10-23,politbarometer,2020-10-20,2020-10-22,1297.0,FDP,0.05
3349,2020-09-10,politbarometer,2020-10-06,2020-10-08,1229.0,FDP,0.05
3350,2020-09-17,politbarometer,2020-09-14,2020-09-16,1241.0,FDP,0.05
3351,2020-08-28,politbarometer,2020-08-25,2020-08-27,1303.0,FDP,0.05
3352,2020-07-31,politbarometer,2020-07-28,2020-07-30,1249.0,FDP,0.05
3353,2020-10-07,politbarometer,2020-07-07,2020-07-09,1226.0,FDP,0.05
3354,2020-06-26,politbarometer,2020-06-23,2020-06-25,1227.0,FDP,0.05
3355,2020-12-06,politbarometer,2020-06-08,2020-06-10,1270.0,FDP,0.04
3356,2020-05-29,politbarometer,2020-05-26,2020-05-28,1377.0,FDP,0.04
3357,2020-05-15,politbarometer,2020-05-12,2020-05-14,1282.0,FDP,0.05
3358,2020-04-24,politbarometer,2020-04-20,2020-04-23,1323.0,FDP,0.05
3359,2020-09-04,politbarometer,2020-04-06,2020-04-08,1175.0,FDP,0.05
3360,2020-03-27,politbarometer,2020-03-23,2020-03-26,1473.0,FDP,0.06
3361,2020-06-03,politbarometer,2020-03-03,2020-03-05,1276.0,FDP,0.06
3362,2020-07-02,politbarometer,2020-02-04,2020-02-06,1067.0,FDP,0.06
3363,2020-01-16,politbarometer,2020-01-13,2020-01-15,1282.0,FDP,0.07
3364,2019-12-13,politbarometer,2019-12-10,2019-12-12,1366.0,FDP,0.08
3365,2019-11-29,politbarometer,2019-11-26,2019-11-28,1340.0,FDP,0.07
3366,2019-08-11,politbarometer,2019-11-05,2019-11-07,1264.0,FDP,0.07
3367,2019-10-18,politbarometer,2019-10-15,2019-10-17,1226.0,FDP,0.06
3368,2019-09-27,politbarometer,2019-09-24,2019-09-26,1325.0,FDP,0.06
3369,2019-05-09,politbarometer,2019-09-02,2019-09-04,1270.0,FDP,0.06
3370,2019-09-08,politbarometer,2019-08-06,2019-08-08,1307.0,FDP,0.07
3371,2019-07-19,politbarometer,2019-07-16,2019-07-18,1290.0,FDP,0.08
3372,2019-06-21,politbarometer,2019-06-17,2019-06-19,1291.0,FDP,0.07
3373,2019-06-06,politbarometer,2019-06-03,2019-06-05,1297.0,FDP,0.07
3374,2019-10-05,politbarometer,2019-05-07,2019-05-09,1357.0,FDP,0.07
3375,2019-12-04,politbarometer,2019-04-09,2019-04-11,1282.0,FDP,0.08
3376,2019-03-28,politbarometer,2019-03-25,2019-03-27,1325.0,FDP,0.09
3377,2019-03-15,politbarometer,2019-03-12,2019-03-14,1290.0,FDP,0.08
3378,2019-02-22,politbarometer,2019-02-19,2019-02-21,1266.0,FDP,0.07
3379,2019-08-02,politbarometer,2019-02-05,2019-02-07,1350.0,FDP,0.08
3380,2019-01-25,politbarometer,2019-01-22,2019-01-24,1285.0,FDP,0.08
3381,2019-11-01,politbarometer,2019-01-08,2019-01-10,1267.0,FDP,0.08
3382,2018-12-14,politbarometer,2018-12-11,2018-12-13,1268.0,FDP,0.07
3383,2018-11-23,politbarometer,2018-11-20,2018-11-22,1336.0,FDP,0.08
3384,2018-09-11,politbarometer,2018-11-06,2018-11-08,1200.0,FDP,0.09
3385,2018-10-19,politbarometer,2018-10-16,2018-10-18,1117.0,FDP,0.08
3386,2018-09-28,politbarometer,2018-09-25,2018-09-27,1260.0,FDP,0.08
3387,2018-09-14,politbarometer,2018-09-11,2018-09-13,1339.0,FDP,0.07
3388,2018-08-31,politbarometer,2018-08-28,2018-08-30,1216.0,FDP,0.08
3389,2018-10-08,politbarometer,2018-08-07,2018-08-09,1294.0,FDP,0.08
3390,2018-07-13,politbarometer,2018-07-09,2018-07-12,1340.0,FDP,0.07
3391,2018-06-29,politbarometer,2018-06-25,2018-06-28,1290.0,FDP,0.09
3392,2018-08-06,politbarometer,2018-06-05,2018-06-07,1284.0,FDP,0.08
3393,2018-05-18,politbarometer,2018-05-15,2018-05-17,1200.0,FDP,0.08
3394,2018-04-27,politbarometer,2018-04-24,2018-04-26,1285.0,FDP,0.07
3395,2018-04-13,politbarometer,2018-04-10,2018-04-12,1159.0,FDP,0.08
3396,2018-03-16,politbarometer,2018-03-13,2018-03-15,1214.0,FDP,0.09
3397,2018-02-23,politbarometer,2018-02-20,2018-02-22,1360.0,FDP,0.08
3398,2018-02-02,politbarometer,2018-01-30,2018-02-01,1302.0,FDP,0.07
3399,2018-01-19,politbarometer,2018-01-16,2018-01-18,1332.0,FDP,0.08
3400,2017-11-17,politbarometer,2017-11-14,2017-11-16,1303.0,FDP,0.1
3401,2017-10-27,politbarometer,2017-10-24,2017-10-26,1325.0,FDP,0.1
3402,2017-10-13,politbarometer,2017-10-10,2017-10-12,1180.0,FDP,0.11
3403,2017-09-29,politbarometer,2017-09-26,2017-09-28,1425.0,FDP,0.1
3404,2021-09-14,gms,2021-09-08,2021-09-13,1003.0,FDP,0.13
3405,2021-07-09,gms,2021-09-01,2021-09-06,1004.0,FDP,0.12
3406,2021-07-27,gms,2021-07-21,2021-07-27,1003.0,FDP,0.12
3407,2021-06-21,gms,2021-06-16,2021-06-21,1002.0,FDP,0.12
3408,2021-05-17,gms,2021-05-11,2021-05-17,1005.0,FDP,0.11
3409,2021-03-29,gms,2021-03-24,2021-03-29,1003.0,FDP,0.11
3410,2021-02-15,gms,2021-02-10,2021-02-15,1005.0,FDP,0.07
3411,2021-04-01,gms,2021-12-29,2021-01-04,1004.0,FDP,0.06
3412,2020-09-11,gms,2020-11-04,2020-11-09,1007.0,FDP,0.05
3413,2020-10-13,gms,2020-10-07,2020-10-12,1005.0,FDP,0.05
3414,2020-07-27,gms,2020-07-22,2020-07-27,1003.0,FDP,0.06
3415,2020-06-15,gms,2020-06-09,2020-06-15,1002.0,FDP,0.06
3416,2020-04-27,gms,2020-04-20,2020-04-27,1002.0,FDP,0.06
3417,2020-03-01,gms,2020-12-27,2020-01-02,1005.0,FDP,0.09
3418,2019-03-12,gms,2019-11-27,2019-12-02,1004.0,FDP,0.09
3419,2019-08-10,gms,2019-10-01,2019-10-07,1002.0,FDP,0.08
3420,2019-09-13,gms,2019-09-06,2019-09-12,1005.0,FDP,0.07
3421,2019-07-23,gms,2019-07-17,2019-07-22,1002.0,FDP,0.08
3422,2019-06-25,gms,2019-06-18,2019-06-24,1004.0,FDP,0.08
3423,2019-09-05,gms,2019-05-02,2019-05-08,1006.0,FDP,0.08
3424,2019-04-04,gms,2019-03-28,2019-04-03,1003.0,FDP,0.1
3425,2019-02-28,gms,2019-02-21,2019-02-27,1005.0,FDP,0.09
3426,2019-01-24,gms,2019-01-16,2019-01-23,1003.0,FDP,0.1
3427,2018-12-13,gms,2018-12-06,2018-12-12,1005.0,FDP,0.09
3428,2018-11-10,gms,2018-10-04,2018-10-10,1007.0,FDP,0.1
3429,2018-09-27,gms,2018-09-20,2018-09-26,1005.0,FDP,0.09
3430,2018-11-09,gms,2018-09-04,2018-09-10,1003.0,FDP,0.09
3431,2018-01-08,gms,2018-07-25,2018-07-31,1005.0,FDP,0.1
3432,2018-12-07,gms,2018-07-05,2018-07-11,1006.0,FDP,0.09
3433,2018-05-17,gms,2018-05-11,2018-05-16,1003.0,FDP,0.09
3434,2018-04-27,gms,2018-04-20,2018-04-26,1005.0,FDP,0.09
3435,2018-03-22,gms,2018-03-16,2018-03-21,1003.0,FDP,0.1
3436,2018-08-02,gms,2018-02-01,2018-02-07,1007.0,FDP,0.09
3437,2018-03-01,gms,2018-12-27,2018-01-02,1005.0,FDP,0.09
3438,2017-10-19,gms,2017-10-12,2017-10-18,1005.0,FDP,0.12
3439,2021-09-16,dimap,2021-09-13,2021-09-15,1512.0,FDP,0.11
3440,2021-02-09,dimap,2021-08-30,2021-09-01,1337.0,FDP,0.13
3441,2021-08-19,dimap,2021-08-17,2021-08-18,1219.0,FDP,0.13
3442,2021-05-08,dimap,2021-08-02,2021-08-04,1312.0,FDP,0.12
3443,2021-07-22,dimap,2021-07-20,2021-07-21,1188.0,FDP,0.12
3444,2021-01-07,dimap,2021-06-28,2021-06-30,1317.0,FDP,0.11
3445,2021-06-24,dimap,2021-06-22,2021-06-23,1217.0,FDP,0.11
3446,2021-10-06,dimap,2021-06-07,2021-06-09,1316.0,FDP,0.12
3447,2021-05-13,dimap,2021-05-10,2021-05-11,1198.0,FDP,0.12
3448,2021-06-05,dimap,2021-05-03,2021-05-05,1351.0,FDP,0.11
3449,2021-04-15,dimap,2021-04-13,2021-04-14,1174.0,FDP,0.11
3450,2021-01-04,dimap,2021-03-29,2021-03-30,1348.0,FDP,0.09
3451,2021-03-18,dimap,2021-03-15,2021-03-17,1207.0,FDP,0.09
3452,2021-04-03,dimap,2021-03-01,2021-03-02,1296.0,FDP,0.07
3453,2021-02-18,dimap,2021-02-15,2021-02-17,1025.0,FDP,0.08
3454,2021-04-02,dimap,2021-02-01,2021-02-03,1503.0,FDP,0.08
3455,2021-01-21,dimap,2021-01-18,2021-01-20,1027.0,FDP,0.07
3456,2021-07-01,dimap,2021-01-04,2021-01-06,1520.0,FDP,0.07
3457,2020-10-12,dimap,2020-12-07,2020-12-09,1004.0,FDP,0.06
3458,2020-03-12,dimap,2020-11-30,2020-12-02,1507.0,FDP,0.06
3459,2020-11-26,dimap,2020-11-24,2020-11-25,1047.0,FDP,0.07
3460,2020-12-11,dimap,2020-11-09,2020-11-11,1504.0,FDP,0.06
3461,2020-10-15,dimap,2020-10-12,2020-10-14,1038.0,FDP,0.06
3462,2020-01-10,dimap,2020-09-28,2020-09-30,1501.0,FDP,0.06
3463,2020-09-17,dimap,2020-09-15,2020-09-16,1051.0,FDP,0.05
3464,2020-03-09,dimap,2020-08-31,2020-09-02,1527.0,FDP,0.06
3465,2020-08-20,dimap,2020-08-18,2020-08-19,1065.0,FDP,0.06
3466,2020-06-08,dimap,2020-08-03,2020-08-05,1511.0,FDP,0.06
3467,2020-07-23,dimap,2020-07-21,2020-07-22,1064.0,FDP,0.05
3468,2020-02-07,dimap,2020-06-29,2020-07-01,1503.0,FDP,0.05
3469,2020-06-25,dimap,2020-06-23,2020-06-24,1068.0,FDP,0.05
3470,2020-04-06,dimap,2020-06-02,2020-06-03,1505.0,FDP,0.06
3471,2020-05-14,dimap,2020-05-12,2020-05-13,1074.0,FDP,0.06
3472,2020-07-05,dimap,2020-05-04,2020-05-06,1503.0,FDP,0.05
3473,2020-04-16,dimap,2020-04-14,2020-04-15,1057.0,FDP,0.05
3474,2020-02-04,dimap,2020-03-30,2020-04-01,1502.0,FDP,0.05
3475,2020-03-19,dimap,2020-03-17,2020-03-18,1035.0,FDP,0.07
3476,2020-05-03,dimap,2020-03-02,2020-03-04,1502.0,FDP,0.06
3477,2020-02-13,dimap,2020-02-11,2020-02-13,1007.0,FDP,0.07
3478,2020-06-02,dimap,2020-02-03,2020-02-05,1503.0,FDP,0.08
3479,2020-01-23,dimap,2020-01-21,2020-01-22,1043.0,FDP,0.08
3480,2020-09-01,dimap,2020-01-07,2020-01-08,1506.0,FDP,0.09
3481,2019-12-12,dimap,2019-12-10,2019-12-11,1038.0,FDP,0.08
3482,2019-05-12,dimap,2019-12-02,2019-12-04,1507.0,FDP,0.09
3483,2019-11-14,dimap,2019-11-12,2019-11-13,1046.0,FDP,0.07
3484,2019-07-11,dimap,2019-11-04,2019-11-06,1507.0,FDP,0.08
3485,2019-10-17,dimap,2019-10-14,2019-10-16,1062.0,FDP,0.07
3486,2019-10-10,dimap,2019-10-07,2019-10-09,1504.0,FDP,0.07
3487,2019-09-19,dimap,2019-09-17,2019-09-18,1067.0,FDP,0.08
3488,2019-05-09,dimap,2019-09-03,2019-09-04,1514.0,FDP,0.07
3489,2019-08-22,dimap,2019-08-20,2019-08-21,1063.0,FDP,0.07
3490,2019-01-08,dimap,2019-07-29,2019-07-31,1503.0,FDP,0.08
3491,2019-07-25,dimap,2019-07-22,2019-07-24,1046.0,FDP,0.09
3492,2019-04-07,dimap,2019-07-01,2019-07-03,1506.0,FDP,0.08
3493,2019-06-27,dimap,2019-06-24,2019-06-26,1051.0,FDP,0.09
3494,2019-06-06,dimap,2019-06-03,2019-06-05,1500.0,FDP,0.08
3495,2019-02-05,dimap,2019-04-29,2019-04-30,1505.0,FDP,0.08
3496,2019-04-17,dimap,2019-04-15,2019-04-16,1051.0,FDP,0.08
3497,2019-04-04,dimap,2019-04-01,2019-04-03,1503.0,FDP,0.09
3498,2019-03-21,dimap,2019-03-19,2019-03-20,1041.0,FDP,0.09
3499,2019-03-14,dimap,2019-03-11,2019-03-13,1508.0,FDP,0.08
3500,2019-02-21,dimap,2019-02-19,2019-02-20,1029.0,FDP,0.08
3501,2019-02-14,dimap,2019-02-11,2019-02-13,1503.0,FDP,0.09
3502,2019-01-24,dimap,2019-01-22,2019-01-23,1051.0,FDP,0.09
3503,2019-10-01,dimap,2019-01-07,2019-01-09,1505.0,FDP,0.09
3504,2018-12-13,dimap,2018-12-11,2018-12-12,1048.0,FDP,0.08
3505,2018-06-12,dimap,2018-12-03,2018-12-05,1502.0,FDP,0.08
3506,2018-11-29,dimap,2018-11-27,2018-11-28,1052.0,FDP,0.09
3507,2018-11-15,dimap,2018-11-12,2018-11-14,1506.0,FDP,0.08
3508,2018-10-18,dimap,2018-10-16,2018-10-17,1040.0,FDP,0.11
3509,2018-11-10,dimap,2018-10-08,2018-10-10,1508.0,FDP,0.1
3510,2018-09-20,dimap,2018-09-17,2018-09-19,1035.0,FDP,0.09
3511,2018-06-09,dimap,2018-09-03,2018-09-05,1502.0,FDP,0.08
3512,2018-08-23,dimap,2018-08-20,2018-08-22,1047.0,FDP,0.08
3513,2018-02-08,dimap,2018-07-30,2018-08-01,1508.0,FDP,0.07
3514,2018-07-26,dimap,2018-07-24,2018-07-25,1047.0,FDP,0.08
3515,2018-05-07,dimap,2018-07-03,2018-07-04,1505.0,FDP,0.08
3516,2018-06-27,dimap,2018-06-25,2018-06-26,1025.0,FDP,0.08
3517,2018-06-14,dimap,2018-06-11,2018-06-13,1506.0,FDP,0.08
3518,2018-05-17,dimap,2018-05-14,2018-05-16,1009.0,FDP,0.08
3519,2018-09-05,dimap,2018-05-07,2018-05-08,1507.0,FDP,0.08
3520,2018-04-19,dimap,2018-04-16,2018-04-18,1039.0,FDP,0.1
3521,2018-05-04,dimap,2018-04-03,2018-04-04,1503.0,FDP,0.09
3522,2018-03-22,dimap,2018-03-20,2018-03-21,1038.0,FDP,0.09
3523,2018-01-03,dimap,2018-02-26,2018-02-28,1502.0,FDP,0.09
3524,2018-02-22,dimap,2018-02-20,2018-02-21,1052.0,FDP,0.09
3525,2018-02-15,dimap,2018-02-13,2018-02-15,1001.0,FDP,0.09
3526,2018-01-02,dimap,2018-01-29,2018-01-31,1502.0,FDP,0.1
3527,2018-01-25,dimap,2018-01-22,2018-01-24,1043.0,FDP,0.1
3528,2018-04-01,dimap,2018-01-02,2018-01-03,1506.0,FDP,0.09
3529,2017-12-14,dimap,2017-12-11,2017-12-13,1029.0,FDP,0.09
3530,2017-11-20,dimap,2017-11-20,2017-11-20,1011.0,FDP,0.1
3531,2017-11-16,dimap,2017-11-10,2017-11-15,1382.0,FDP,0.11
3532,2017-10-20,dimap,2017-10-16,2017-10-18,1026.0,FDP,0.12
3533,2017-12-10,dimap,2017-10-09,2017-10-11,1506.0,FDP,0.11
3534,2017-11-05,dimap,2017-05-08,2017-05-10,1500.0,FDP,0.08
3535,2021-09-20,insa,2021-09-17,2021-09-20,2054.0,FDP,0.12
3536,2021-09-18,insa,2021-09-13,2021-09-17,1502.0,FDP,0.12
3537,2021-09-13,insa,2021-09-10,2021-09-13,2062.0,FDP,0.125
3538,2021-09-11,insa,2021-09-06,2021-09-10,1152.0,FDP,0.13
3539,2021-09-06,insa,2021-09-03,2021-09-06,2052.0,FDP,0.125
3540,2021-09-04,insa,2021-08-30,2021-09-03,1427.0,FDP,0.13
3541,2021-08-30,insa,2021-08-27,2021-08-30,2015.0,FDP,0.135
3542,2021-08-28,insa,2021-08-23,2021-08-27,1247.0,FDP,0.13
3543,2021-08-23,insa,2021-08-20,2021-08-23,2119.0,FDP,0.13
3544,2021-08-21,insa,2021-08-16,2021-08-20,1352.0,FDP,0.13
3545,2021-08-16,insa,2021-08-13,2021-08-16,2080.0,FDP,0.125
3546,2021-08-14,insa,2021-08-09,2021-08-13,1450.0,FDP,0.12
3547,2021-08-09,insa,2021-08-06,2021-08-09,2118.0,FDP,0.125
3548,2021-08-07,insa,2021-08-02,2021-08-06,2002.0,FDP,0.12
3549,2021-08-02,insa,2021-07-30,2021-08-02,2080.0,FDP,0.13
3550,2021-07-31,insa,2021-07-26,2021-07-30,1196.0,FDP,0.13
3551,2021-07-26,insa,2021-07-23,2021-07-26,2007.0,FDP,0.13
3552,2021-07-24,insa,2021-07-19,2021-07-23,1316.0,FDP,0.13
3553,2021-07-19,insa,2021-07-16,2021-07-19,2064.0,FDP,0.12
3554,2021-07-17,insa,2021-07-12,2021-07-16,1354.0,FDP,0.12
3555,2021-07-12,insa,2021-07-09,2021-07-12,2087.0,FDP,0.125
3556,2021-07-10,insa,2021-07-05,2021-07-09,1352.0,FDP,0.12
3557,2021-07-06,insa,2021-07-02,2021-07-05,2056.0,FDP,0.125
3558,2021-07-04,insa,2021-06-28,2021-07-02,1352.0,FDP,0.12
3559,2021-06-28,insa,2021-06-25,2021-06-28,2060.0,FDP,0.13
3560,2021-06-27,insa,2021-06-21,2021-06-25,1203.0,FDP,0.12
3561,2021-06-21,insa,2021-06-18,2021-06-21,2082.0,FDP,0.14
3562,2021-06-20,insa,2021-06-14,2021-06-18,1502.0,FDP,0.13
3563,2021-06-14,insa,2021-06-11,2021-06-14,2038.0,FDP,0.135
3564,2021-06-12,insa,2021-06-07,2021-06-11,1401.0,FDP,0.13
3565,2021-06-07,insa,2021-06-04,2021-06-07,2015.0,FDP,0.135
3566,2021-06-06,insa,2021-05-31,2021-06-04,1380.0,FDP,0.12
3567,2021-05-31,insa,2021-05-28,2021-05-31,2040.0,FDP,0.135
3568,2021-05-29,insa,2021-05-25,2021-05-28,1301.0,FDP,0.13
3569,2021-05-25,insa,2021-05-21,2021-05-25,2128.0,FDP,0.125
3570,2021-05-23,insa,2021-05-17,2021-05-21,1405.0,FDP,0.13
3571,2021-05-17,insa,2021-05-14,2021-05-17,2023.0,FDP,0.125
3572,2021-05-16,insa,2021-05-10,2021-05-14,1350.0,FDP,0.11
3573,2021-05-10,insa,2021-05-07,2021-05-10,2055.0,FDP,0.12
3574,2021-05-03,insa,2021-04-30,2021-05-03,2075.0,FDP,0.12
3575,2021-04-26,insa,2021-04-23,2021-04-26,2082.0,FDP,0.12
3576,2021-04-23,insa,2021-04-23,2021-04-23,1000.0,FDP,0.12
3577,2021-04-20,insa,2021-04-20,2021-04-20,1000.0,FDP,0.11
3578,2021-04-20,insa,2021-04-16,2021-04-19,3057.0,FDP,0.11
3579,2021-04-16,insa,2021-04-15,2021-04-15,1007.0,FDP,0.1
3580,2021-04-12,insa,2021-04-09,2021-04-12,3174.0,FDP,0.1
3581,2021-04-05,insa,2021-03-30,2021-04-01,3020.0,FDP,0.1
3582,2021-03-29,insa,2021-03-26,2021-03-29,3049.0,FDP,0.105
3583,2021-03-22,insa,2021-03-19,2021-03-22,3104.0,FDP,0.105
3584,2021-03-20,insa,2021-03-19,2021-03-19,1042.0,FDP,0.1
3585,2021-03-15,insa,2021-03-12,2021-03-15,2068.0,FDP,0.105
3586,2021-03-08,insa,2021-03-05,2021-03-08,2049.0,FDP,0.105
3587,2021-03-02,insa,2021-02-26,2021-03-01,2032.0,FDP,0.1
3588,2021-02-23,insa,2021-02-19,2021-02-22,2075.0,FDP,0.09
3589,2021-02-15,insa,2021-02-12,2021-02-15,2051.0,FDP,0.09
3590,2021-02-08,insa,2021-02-05,2021-02-08,2107.0,FDP,0.09
3591,2021-02-02,insa,2021-01-29,2021-02-01,2044.0,FDP,0.08
3592,2021-01-26,insa,2021-01-22,2021-01-25,2038.0,FDP,0.08
3593,2021-01-18,insa,2021-01-17,2021-01-18,1835.0,FDP,0.09
3594,2021-01-12,insa,2021-01-08,2021-01-11,2042.0,FDP,0.075
3595,2021-01-05,insa,2021-01-01,2021-01-04,2072.0,FDP,0.075
3596,2021-01-05,insa,2021-01-01,2021-01-04,2072.0,FDP,0.075
3597,2020-12-22,insa,2020-12-18,2020-12-21,2055.0,FDP,0.08
3598,2020-12-15,insa,2020-12-11,2020-12-14,2002.0,FDP,0.07
3599,2020-12-08,insa,2020-12-04,2020-12-07,2057.0,FDP,0.08
3600,2020-11-30,insa,2020-11-27,2020-11-30,2046.0,FDP,0.075
3601,2020-11-24,insa,2020-11-20,2020-11-23,2063.0,FDP,0.07
3602,2020-11-17,insa,2020-11-13,2020-11-16,2077.0,FDP,0.07
3603,2020-11-10,insa,2020-11-06,2020-11-09,2030.0,FDP,0.07
3604,2020-11-03,insa,2020-10-30,2020-11-02,2035.0,FDP,0.065
3605,2020-10-27,insa,2020-10-23,2020-10-26,2069.0,FDP,0.065
3606,2020-10-20,insa,2020-10-16,2020-10-19,2074.0,FDP,0.075
3607,2020-10-13,insa,2020-10-09,2020-10-12,2084.0,FDP,0.07
3608,2020-10-06,insa,2020-10-02,2020-10-05,2058.0,FDP,0.06
3609,2020-09-29,insa,2020-09-25,2020-09-28,2065.0,FDP,0.065
3610,2020-09-22,insa,2020-09-18,2020-09-21,2067.0,FDP,0.065
3611,2020-09-15,insa,2020-09-11,2020-09-14,2036.0,FDP,0.07
3612,2020-09-08,insa,2020-09-04,2020-09-07,2068.0,FDP,0.065
3613,2020-09-01,insa,2020-08-28,2020-08-31,2068.0,FDP,0.06
3614,2020-08-25,insa,2020-08-21,2020-08-24,2067.0,FDP,0.065
3615,2020-08-18,insa,2020-08-14,2020-08-17,2101.0,FDP,0.06
3616,2020-08-12,insa,2020-08-11,2020-08-11,1012.0,FDP,0.07
3617,2020-08-11,insa,2020-08-07,2020-08-10,2036.0,FDP,0.065
3618,2020-08-04,insa,2020-07-31,2020-08-03,2090.0,FDP,0.065
3619,2020-07-28,insa,2020-07-24,2020-07-27,2039.0,FDP,0.07
3620,2020-07-21,insa,2020-07-17,2020-07-20,2049.0,FDP,0.075
3621,2020-07-14,insa,2020-07-10,2020-07-13,2051.0,FDP,0.07
3622,2020-07-07,insa,2020-07-03,2020-07-06,2040.0,FDP,0.07
3623,2020-06-30,insa,2020-06-26,2020-06-29,2051.0,FDP,0.07
3624,2020-06-22,insa,2020-06-19,2020-06-22,2058.0,FDP,0.06
3625,2020-06-15,insa,2020-06-12,2020-06-15,2069.0,FDP,0.07
3626,2020-06-09,insa,2020-06-05,2020-06-08,2051.0,FDP,0.065
3627,2020-06-02,insa,2020-05-29,2020-06-02,2047.0,FDP,0.055
3628,2020-05-25,insa,2020-05-22,2020-05-25,2062.0,FDP,0.06
3629,2020-05-18,insa,2020-05-15,2020-05-18,2092.0,FDP,0.06
3630,2020-05-12,insa,2020-05-08,2020-05-11,2061.0,FDP,0.065
3631,2020-05-04,insa,2020-05-01,2020-05-04,2101.0,FDP,0.06
3632,2020-04-28,insa,2020-04-24,2020-04-27,2071.0,FDP,0.07
3633,2020-04-21,insa,2020-04-17,2020-04-20,2054.0,FDP,0.07
3634,2020-04-14,insa,2020-04-09,2020-04-14,2108.0,FDP,0.07
