,date,poll,start,end,n,party,share
316,2020-06-27,forsa,2020-06-22,2020-06-26,2501.0,CDU/CSU,0.38
317,2020-06-20,forsa,2020-06-15,2020-06-19,2501.0,CDU/CSU,0.39
318,2020-06-13,forsa,2020-06-08,2020-06-13,2504.0,CDU/CSU,0.4
319,2020-06-06,forsa,2020-06-02,2020-06-05,2002.0,CDU/CSU,0.4
320,2020-05-30,forsa,2020-05-25,2020-05-29,2500.0,CDU/CSU,0.4
321,2020-05-23,forsa,2020-05-18,2020-05-22,2002.0,CDU/CSU,0.4
322,2020-05-16,forsa,2020-05-11,2020-05-15,2509.0,CDU/CSU,0.39
323,2020-09-05,forsa,2020-05-04,2020-05-08,2503.0,CDU/CSU,0.4
324,2020-02-05,forsa,2020-04-27,2020-04-30,2004.0,CDU/CSU,0.38
325,2020-04-25,forsa,2020-04-20,2020-04-24,2505.0,CDU/CSU,0.39
326,2020-04-18,forsa,2020-04-14,2020-04-17,2002.0,CDU/CSU,0.39
327,2020-11-04,forsa,2020-04-06,2020-04-09,2001.0,CDU/CSU,0.37
328,2020-04-04,forsa,2020-03-30,2020-04-03,2506.0,CDU/CSU,0.37
329,2020-03-28,forsa,2020-03-23,2020-03-27,2511.0,CDU/CSU,0.36
330,2020-03-26,forsa,2020-03-23,2020-03-25,1502.0,CDU/CSU,0.36
331,2020-03-21,forsa,2020-03-16,2020-03-20,2504.0,CDU/CSU,0.32
332,2020-03-14,forsa,2020-03-09,2020-03-13,2503.0,CDU/CSU,0.29
333,2020-07-03,forsa,2020-03-02,2020-03-06,2503.0,CDU/CSU,0.26
334,2020-02-29,forsa,2020-02-24,2020-02-28,2505.0,CDU/CSU,0.27
335,2020-02-22,forsa,2020-02-17,2020-02-21,2504.0,CDU/CSU,0.27
336,2020-02-15,forsa,2020-02-10,2020-02-14,2502.0,CDU/CSU,0.27
337,2020-08-02,forsa,2020-02-03,2020-02-07,2503.0,CDU/CSU,0.28
338,2020-01-02,forsa,2020-01-27,2020-01-31,2504.0,CDU/CSU,0.28
339,2020-01-25,forsa,2020-01-20,2020-01-24,2507.0,CDU/CSU,0.28
340,2020-01-18,forsa,2020-01-13,2020-01-17,2504.0,CDU/CSU,0.28
341,2020-11-01,forsa,2020-01-06,2020-01-10,2503.0,CDU/CSU,0.28
342,2019-12-21,forsa,2019-12-16,2019-12-20,2501.0,CDU/CSU,0.28
343,2019-12-14,forsa,2019-12-09,2019-12-13,2502.0,CDU/CSU,0.28
344,2019-07-12,forsa,2019-12-02,2019-12-06,2502.0,CDU/CSU,0.28
345,2019-11-30,forsa,2019-11-25,2019-11-29,2500.0,CDU/CSU,0.27
346,2019-11-23,forsa,2019-11-18,2019-11-22,2501.0,CDU/CSU,0.26
347,2019-11-16,forsa,2019-11-11,2019-11-15,2501.0,CDU/CSU,0.26
348,2019-09-11,forsa,2019-11-04,2019-11-08,2501.0,CDU/CSU,0.26
349,2019-02-11,forsa,2019-10-28,2019-11-01,2502.0,CDU/CSU,0.28
350,2019-10-26,forsa,2019-10-21,2019-10-25,2501.0,CDU/CSU,0.29
351,2019-10-19,forsa,2019-10-14,2019-10-18,2501.0,CDU/CSU,0.27
352,2019-12-10,forsa,2019-10-07,2019-10-11,2500.0,CDU/CSU,0.27
353,2019-05-10,forsa,2019-09-30,2019-10-04,2505.0,CDU/CSU,0.28
354,2019-09-28,forsa,2019-09-23,2019-09-27,2505.0,CDU/CSU,0.27
355,2019-09-21,forsa,2019-09-16,2019-09-20,2500.0,CDU/CSU,0.27
356,2019-09-14,forsa,2019-09-09,2019-09-13,2503.0,CDU/CSU,0.27
357,2019-07-09,forsa,2019-09-02,2019-09-06,2503.0,CDU/CSU,0.27
358,2019-08-31,forsa,2019-08-26,2019-08-30,2501.0,CDU/CSU,0.27
359,2019-08-24,forsa,2019-08-19,2019-08-23,2504.0,CDU/CSU,0.26
360,2019-08-17,forsa,2019-08-12,2019-08-16,2501.0,CDU/CSU,0.25
361,2019-10-08,forsa,2019-08-05,2019-08-09,2503.0,CDU/CSU,0.26
362,2019-03-08,forsa,2019-07-29,2019-08-02,2501.0,CDU/CSU,0.27
363,2019-07-27,forsa,2019-07-22,2019-07-26,2502.0,CDU/CSU,0.27
364,2019-07-20,forsa,2019-07-15,2019-07-19,2500.0,CDU/CSU,0.27
365,2019-07-13,forsa,2019-07-08,2019-07-12,2500.0,CDU/CSU,0.26
366,2019-06-07,forsa,2019-07-01,2019-07-05,2501.0,CDU/CSU,0.26
367,2019-06-29,forsa,2019-06-24,2019-06-28,2501.0,CDU/CSU,0.26
368,2019-06-22,forsa,2019-06-17,2019-06-21,2500.0,CDU/CSU,0.24
369,2019-06-15,forsa,2019-06-11,2019-06-14,2001.0,CDU/CSU,0.24
370,2019-08-06,forsa,2019-06-03,2019-06-07,2501.0,CDU/CSU,0.24
371,2019-01-06,forsa,2019-05-27,2019-05-31,2001.0,CDU/CSU,0.26
372,2019-05-27,forsa,2019-05-20,2019-05-24,2500.0,CDU/CSU,0.28
373,2019-05-20,forsa,2019-05-13,2019-05-17,2503.0,CDU/CSU,0.29
374,2019-05-13,forsa,2019-05-06,2019-05-10,2502.0,CDU/CSU,0.3
375,2019-06-05,forsa,2019-04-29,2019-05-03,2002.0,CDU/CSU,0.29
376,2019-04-29,forsa,2019-04-18,2019-04-24,2009.0,CDU/CSU,0.27
377,2019-04-22,forsa,2019-04-15,2019-04-18,2004.0,CDU/CSU,0.28
378,2019-04-13,forsa,2019-04-08,2019-04-12,2501.0,CDU/CSU,0.29
379,2019-06-04,forsa,2019-04-01,2019-04-05,2501.0,CDU/CSU,0.29
380,2019-03-30,forsa,2019-03-25,2019-03-29,2504.0,CDU/CSU,0.28
381,2019-03-23,forsa,2019-03-18,2019-03-22,2501.0,CDU/CSU,0.3
382,2019-03-16,forsa,2019-03-11,2019-03-15,2505.0,CDU/CSU,0.31
383,2019-09-03,forsa,2019-03-04,2019-03-08,2501.0,CDU/CSU,0.31
384,2019-04-03,forsa,2019-02-25,2019-03-01,2502.0,CDU/CSU,0.3
385,2019-02-23,forsa,2019-02-18,2019-02-22,2501.0,CDU/CSU,0.3
386,2019-02-16,forsa,2019-02-11,2019-02-15,2501.0,CDU/CSU,0.29
387,2019-09-02,forsa,2019-02-04,2019-02-08,2500.0,CDU/CSU,0.31
388,2019-02-02,forsa,2019-01-28,2019-02-01,2501.0,CDU/CSU,0.32
389,2019-01-26,forsa,2019-01-21,2019-01-25,2501.0,CDU/CSU,0.32
390,2019-01-19,forsa,2019-01-14,2019-01-18,2503.0,CDU/CSU,0.32
391,2019-12-01,forsa,2019-01-07,2019-01-11,2504.0,CDU/CSU,0.32
392,2019-05-01,forsa,2019-01-02,2019-01-04,1503.0,CDU/CSU,0.32
393,2018-12-22,forsa,2018-12-17,2018-12-21,2504.0,CDU/CSU,0.31
394,2018-12-15,forsa,2018-12-10,2018-12-14,2507.0,CDU/CSU,0.32
395,2018-10-12,forsa,2018-12-07,2018-12-09,1506.0,CDU/CSU,0.32
396,2018-07-12,forsa,2018-12-03,2018-12-06,2006.0,CDU/CSU,0.29
397,2018-01-12,forsa,2018-11-26,2018-11-30,2505.0,CDU/CSU,0.27
398,2018-11-24,forsa,2018-11-19,2018-11-23,2507.0,CDU/CSU,0.27
399,2018-11-17,forsa,2018-11-12,2018-11-16,2503.0,CDU/CSU,0.28
400,2018-11-11,forsa,2018-11-05,2018-11-09,2504.0,CDU/CSU,0.27
401,2018-03-11,forsa,2018-10-29,2018-11-02,2502.0,CDU/CSU,0.27
402,2018-10-27,forsa,2018-10-22,2018-10-26,2509.0,CDU/CSU,0.26
403,2018-10-20,forsa,2018-10-15,2018-10-19,2502.0,CDU/CSU,0.27
404,2018-10-13,forsa,2018-10-08,2018-10-12,2504.0,CDU/CSU,0.28
405,2018-06-10,forsa,2018-10-01,2018-10-05,2002.0,CDU/CSU,0.28
406,2018-09-29,forsa,2018-09-24,2018-09-28,2501.0,CDU/CSU,0.28
407,2018-09-22,forsa,2018-09-17,2018-09-21,2502.0,CDU/CSU,0.28
408,2018-09-15,forsa,2018-09-10,2018-09-14,2507.0,CDU/CSU,0.3
409,2018-08-09,forsa,2018-09-03,2018-09-07,2507.0,CDU/CSU,0.31
410,2018-01-09,forsa,2018-08-27,2018-08-31,2503.0,CDU/CSU,0.3
411,2018-08-25,forsa,2018-08-20,2018-08-24,2502.0,CDU/CSU,0.3
412,2018-08-18,forsa,2018-08-13,2018-08-17,2503.0,CDU/CSU,0.3
413,2018-11-08,forsa,2018-08-06,2018-08-10,2505.0,CDU/CSU,0.3
414,2018-04-08,forsa,2018-07-30,2018-08-03,2508.0,CDU/CSU,0.31
415,2018-07-28,forsa,2018-07-23,2018-07-27,2505.0,CDU/CSU,0.32
416,2018-07-21,forsa,2018-07-16,2018-07-20,2505.0,CDU/CSU,0.31
417,2018-07-14,forsa,2018-07-09,2018-07-13,2505.0,CDU/CSU,0.31
418,2018-07-07,forsa,2018-07-02,2018-07-06,2502.0,CDU/CSU,0.3
419,2018-06-30,forsa,2018-06-25,2018-06-29,2508.0,CDU/CSU,0.31
420,2018-06-24,forsa,2018-06-18,2018-06-22,2503.0,CDU/CSU,0.3
421,2018-06-16,forsa,2018-06-14,2018-06-15,1001.0,CDU/CSU,0.3
422,2018-06-16,forsa,2018-06-11,2018-06-13,1501.0,CDU/CSU,0.34
423,2018-09-06,forsa,2018-06-04,2018-06-08,2504.0,CDU/CSU,0.33
424,2018-02-06,forsa,2018-05-28,2018-06-01,2506.0,CDU/CSU,0.34
425,2018-05-27,forsa,2018-05-22,2018-05-25,2002.0,CDU/CSU,0.33
426,2018-05-19,forsa,2018-05-14,2018-05-18,2502.0,CDU/CSU,0.33
427,2018-12-05,forsa,2018-05-07,2018-05-11,2004.0,CDU/CSU,0.34
428,2018-05-05,forsa,2018-04-30,2018-05-04,2003.0,CDU/CSU,0.34
429,2018-04-28,forsa,2018-04-23,2018-04-27,2507.0,CDU/CSU,0.34
430,2018-04-23,forsa,2018-04-16,2018-04-20,2503.0,CDU/CSU,0.34
431,2018-04-14,forsa,2018-04-09,2018-04-13,2506.0,CDU/CSU,0.34
432,2018-07-04,forsa,2018-04-03,2018-04-06,2005.0,CDU/CSU,0.32
433,2018-03-31,forsa,2018-03-26,2018-03-29,2003.0,CDU/CSU,0.33
434,2018-03-24,forsa,2018-03-19,2018-03-23,2502.0,CDU/CSU,0.31
435,2018-03-17,forsa,2018-03-12,2018-03-16,2502.0,CDU/CSU,0.34
436,2018-11-03,forsa,2018-03-05,2018-03-09,2507.0,CDU/CSU,0.34
437,2018-05-03,forsa,2018-03-04,2018-03-05,1502.0,CDU/CSU,0.34
438,2018-03-03,forsa,2018-02-26,2018-03-02,2505.0,CDU/CSU,0.35
439,2018-02-24,forsa,2018-02-19,2018-02-23,2506.0,CDU/CSU,0.35
440,2018-02-17,forsa,2018-02-12,2018-02-16,2501.0,CDU/CSU,0.34
441,2018-09-02,forsa,2018-02-07,2018-02-08,1003.0,CDU/CSU,0.31
442,2018-05-02,forsa,2018-01-29,2018-02-02,2507.0,CDU/CSU,0.33
443,2018-01-29,forsa,2018-01-22,2018-01-26,2505.0,CDU/CSU,0.34
444,2018-01-22,forsa,2018-01-22,2018-01-22,1282.0,CDU/CSU,0.34
445,2018-01-21,forsa,2018-01-15,2018-01-19,2501.0,CDU/CSU,0.34
446,2018-01-18,forsa,2018-01-15,2018-01-17,1504.0,CDU/CSU,0.34
447,2018-01-15,forsa,2018-01-08,2018-01-12,2501.0,CDU/CSU,0.33
448,2018-07-01,forsa,2018-01-02,2018-01-05,2003.0,CDU/CSU,0.34
449,2017-12-27,forsa,2017-12-18,2017-12-22,2504.0,CDU/CSU,0.34
450,2017-12-16,forsa,2017-12-11,2017-12-15,2501.0,CDU/CSU,0.33
451,2017-10-12,forsa,2017-12-09,2017-12-10,1566.0,CDU/CSU,0.34
452,2017-10-12,forsa,2017-12-04,2017-12-08,2500.0,CDU/CSU,0.34
453,2017-11-27,forsa,2017-11-20,2017-11-24,2508.0,CDU/CSU,0.33
454,2017-11-20,forsa,2017-11-20,2017-11-20,1789.0,CDU/CSU,0.31
455,2017-11-20,forsa,2017-11-13,2017-11-17,2505.0,CDU/CSU,0.32
456,2017-11-13,forsa,2017-11-06,2017-11-10,2506.0,CDU/CSU,0.32
457,2017-10-25,forsa,2017-10-16,2017-10-20,2503.0,CDU/CSU,0.31
458,2017-10-18,forsa,2017-10-09,2017-10-13,2501.0,CDU/CSU,0.32
459,2017-11-10,forsa,2017-10-02,2017-10-06,2001.0,CDU/CSU,0.32
460,2017-11-07,forsa,2017-07-03,2017-07-07,2501.0,CDU/CSU,0.39
461,2017-10-05,forsa,2017-05-02,2017-05-05,2004.0,CDU/CSU,0.36
462,2017-11-04,forsa,2017-04-03,2017-04-07,2502.0,CDU/CSU,0.36
463,2017-11-01,forsa,2017-01-02,2017-01-06,2501.0,CDU/CSU,0.37
464,2021-09-17,politbarometer,2021-09-14,2021-09-16,1406.0,CDU/CSU,0.22
465,2021-10-09,politbarometer,2021-09-07,2021-09-09,1281.0,CDU/CSU,0.22
466,2021-03-09,politbarometer,2021-08-31,2021-09-02,1301.0,CDU/CSU,0.22
467,2021-08-27,politbarometer,2021-08-24,2021-08-26,1300.0,CDU/CSU,0.22
468,2021-08-13,politbarometer,2021-08-10,2021-08-12,1252.0,CDU/CSU,0.26
469,2021-07-30,politbarometer,2021-07-27,2021-07-29,1268.0,CDU/CSU,0.28
470,2021-07-16,politbarometer,2021-07-13,2021-07-15,1224.0,CDU/CSU,0.3
471,2021-06-25,politbarometer,2021-06-22,2021-06-24,1271.0,CDU/CSU,0.29
472,2021-10-06,politbarometer,2021-06-07,2021-06-09,1232.0,CDU/CSU,0.28
473,2021-05-21,politbarometer,2021-05-18,2021-05-20,1229.0,CDU/CSU,0.24
474,2021-07-05,politbarometer,2021-05-04,2021-05-06,1271.0,CDU/CSU,0.25
475,2021-04-16,politbarometer,2021-04-13,2021-04-15,1292.0,CDU/CSU,0.31
476,2021-03-26,politbarometer,2021-03-23,2021-03-25,1030.0,CDU/CSU,0.28
477,2021-02-26,politbarometer,2021-02-23,2021-02-25,1202.0,CDU/CSU,0.35
478,2021-01-28,politbarometer,2021-01-25,2021-01-27,1371.0,CDU/CSU,0.37
479,2021-01-15,politbarometer,2021-01-12,2021-01-14,1262.0,CDU/CSU,0.37
480,2020-10-12,politbarometer,2020-12-07,2020-12-09,1246.0,CDU/CSU,0.37
481,2020-11-27,politbarometer,2020-11-24,2020-11-26,1330.0,CDU/CSU,0.37
482,2020-11-13,politbarometer,2020-11-10,2020-11-12,1347.0,CDU/CSU,0.37
483,2020-10-23,politbarometer,2020-10-20,2020-10-22,1297.0,CDU/CSU,0.38
484,2020-09-10,politbarometer,2020-10-06,2020-10-08,1229.0,CDU/CSU,0.37
485,2020-09-17,politbarometer,2020-09-14,2020-09-16,1241.0,CDU/CSU,0.37
486,2020-08-28,politbarometer,2020-08-25,2020-08-27,1303.0,CDU/CSU,0.38
487,2020-07-31,politbarometer,2020-07-28,2020-07-30,1249.0,CDU/CSU,0.38
488,2020-10-07,politbarometer,2020-07-07,2020-07-09,1226.0,CDU/CSU,0.39
489,2020-06-26,politbarometer,2020-06-23,2020-06-25,1227.0,CDU/CSU,0.4
490,2020-12-06,politbarometer,2020-06-08,2020-06-10,1270.0,CDU/CSU,0.39
491,2020-05-29,politbarometer,2020-05-26,2020-05-28,1377.0,CDU/CSU,0.39
492,2020-05-15,politbarometer,2020-05-12,2020-05-14,1282.0,CDU/CSU,0.38
493,2020-04-24,politbarometer,2020-04-20,2020-04-23,1323.0,CDU/CSU,0.39
494,2020-09-04,politbarometer,2020-04-06,2020-04-08,1175.0,CDU/CSU,0.35
495,2020-03-27,politbarometer,2020-03-23,2020-03-26,1473.0,CDU/CSU,0.33
496,2020-06-03,politbarometer,2020-03-03,2020-03-05,1276.0,CDU/CSU,0.26
497,2020-07-02,politbarometer,2020-02-04,2020-02-06,1067.0,CDU/CSU,0.27
498,2020-01-16,politbarometer,2020-01-13,2020-01-15,1282.0,CDU/CSU,0.27
499,2019-12-13,politbarometer,2019-12-10,2019-12-12,1366.0,CDU/CSU,0.27
500,2019-11-29,politbarometer,2019-11-26,2019-11-28,1340.0,CDU/CSU,0.27
501,2019-08-11,politbarometer,2019-11-05,2019-11-07,1264.0,CDU/CSU,0.27
502,2019-10-18,politbarometer,2019-10-15,2019-10-17,1226.0,CDU/CSU,0.29
503,2019-09-27,politbarometer,2019-09-24,2019-09-26,1325.0,CDU/CSU,0.27
504,2019-05-09,politbarometer,2019-09-02,2019-09-04,1270.0,CDU/CSU,0.28
505,2019-09-08,politbarometer,2019-08-06,2019-08-08,1307.0,CDU/CSU,0.28
506,2019-07-19,politbarometer,2019-07-16,2019-07-18,1290.0,CDU/CSU,0.28
507,2019-06-21,politbarometer,2019-06-17,2019-06-19,1291.0,CDU/CSU,0.27
508,2019-06-06,politbarometer,2019-06-03,2019-06-05,1297.0,CDU/CSU,0.27
509,2019-10-05,politbarometer,2019-05-07,2019-05-09,1357.0,CDU/CSU,0.3
510,2019-12-04,politbarometer,2019-04-09,2019-04-11,1282.0,CDU/CSU,0.28
511,2019-03-28,politbarometer,2019-03-25,2019-03-27,1325.0,CDU/CSU,0.3
512,2019-03-15,politbarometer,2019-03-12,2019-03-14,1290.0,CDU/CSU,0.31
513,2019-02-22,politbarometer,2019-02-19,2019-02-21,1266.0,CDU/CSU,0.31
514,2019-08-02,politbarometer,2019-02-05,2019-02-07,1350.0,CDU/CSU,0.3
515,2019-01-25,politbarometer,2019-01-22,2019-01-24,1285.0,CDU/CSU,0.31
516,2019-11-01,politbarometer,2019-01-08,2019-01-10,1267.0,CDU/CSU,0.29
517,2018-12-14,politbarometer,2018-12-11,2018-12-13,1268.0,CDU/CSU,0.3
518,2018-11-23,politbarometer,2018-11-20,2018-11-22,1336.0,CDU/CSU,0.27
519,2018-09-11,politbarometer,2018-11-06,2018-11-08,1200.0,CDU/CSU,0.27
520,2018-10-19,politbarometer,2018-10-16,2018-10-18,1117.0,CDU/CSU,0.27
521,2018-09-28,politbarometer,2018-09-25,2018-09-27,1260.0,CDU/CSU,0.28
522,2018-09-14,politbarometer,2018-09-11,2018-09-13,1339.0,CDU/CSU,0.3
523,2018-08-31,politbarometer,2018-08-28,2018-08-30,1216.0,CDU/CSU,0.31
524,2018-10-08,politbarometer,2018-08-07,2018-08-09,1294.0,CDU/CSU,0.31
525,2018-07-13,politbarometer,2018-07-09,2018-07-12,1340.0,CDU/CSU,0.31
526,2018-06-29,politbarometer,2018-06-25,2018-06-28,1290.0,CDU/CSU,0.32
527,2018-08-06,politbarometer,2018-06-05,2018-06-07,1284.0,CDU/CSU,0.33
528,2018-05-18,politbarometer,2018-05-15,2018-05-17,1200.0,CDU/CSU,0.34
529,2018-04-27,politbarometer,2018-04-24,2018-04-26,1285.0,CDU/CSU,0.34
530,2018-04-13,politbarometer,2018-04-10,2018-04-12,1159.0,CDU/CSU,0.33
531,2018-03-16,politbarometer,2018-03-13,2018-03-15,1214.0,CDU/CSU,0.32
532,2018-02-23,politbarometer,2018-02-20,2018-02-22,1360.0,CDU/CSU,0.33
533,2018-02-02,politbarometer,2018-01-30,2018-02-01,1302.0,CDU/CSU,0.31
534,2018-01-19,politbarometer,2018-01-16,2018-01-18,1332.0,CDU/CSU,0.33
535,2017-11-17,politbarometer,2017-11-14,2017-11-16,1303.0,CDU/CSU,0.33
536,2017-10-27,politbarometer,2017-10-24,2017-10-26,1325.0,CDU/CSU,0.33
537,2017-10-13,politbarometer,2017-10-10,2017-10-12,1180.0,CDU/CSU,0.31
538,2017-09-29,politbarometer,2017-09-26,2017-09-28,1425.0,CDU/CSU,0.32
539,2021-09-14,gms,2021-09-08,2021-09-13,1003.0,CDU/CSU,0.23
540,2021-07-09,gms,2021-09-01,2021-09-06,1004.0,CDU/CSU,0.23
541,2021-07-27,gms,2021-07-21,2021-07-27,1003.0,CDU/CSU,0.3
542,2021-06-21,gms,2021-06-16,2021-06-21,1002.0,CDU/CSU,0.28
543,2021-05-17,gms,2021-05-11,2021-05-17,1005.0,CDU/CSU,0.26
544,2021-03-29,gms,2021-03-24,2021-03-29,1003.0,CDU/CSU,0.26
545,2021-02-15,gms,2021-02-10,2021-02-15,1005.0,CDU/CSU,0.37
546,2021-04-01,gms,2021-12-29,2021-01-04,1004.0,CDU/CSU,0.37
547,2020-09-11,gms,2020-11-04,2020-11-09,1007.0,CDU/CSU,0.37
548,2020-10-13,gms,2020-10-07,2020-10-12,1005.0,CDU/CSU,0.36
549,2020-07-27,gms,2020-07-22,2020-07-27,1003.0,CDU/CSU,0.38
550,2020-06-15,gms,2020-06-09,2020-06-15,1002.0,CDU/CSU,0.39
551,2020-04-27,gms,2020-04-20,2020-04-27,1002.0,CDU/CSU,0.38
552,2020-03-01,gms,2020-12-27,2020-01-02,1005.0,CDU/CSU,0.28
553,2019-03-12,gms,2019-11-27,2019-12-02,1004.0,CDU/CSU,0.27
554,2019-08-10,gms,2019-10-01,2019-10-07,1002.0,CDU/CSU,0.27
555,2019-09-13,gms,2019-09-06,2019-09-12,1005.0,CDU/CSU,0.27
556,2019-07-23,gms,2019-07-17,2019-07-22,1002.0,CDU/CSU,0.28
557,2019-06-25,gms,2019-06-18,2019-06-24,1004.0,CDU/CSU,0.26
558,2019-09-05,gms,2019-05-02,2019-05-08,1006.0,CDU/CSU,0.29
559,2019-04-04,gms,2019-03-28,2019-04-03,1003.0,CDU/CSU,0.3
560,2019-02-28,gms,2019-02-21,2019-02-27,1005.0,CDU/CSU,0.31
561,2019-01-24,gms,2019-01-16,2019-01-23,1003.0,CDU/CSU,0.31
562,2018-12-13,gms,2018-12-06,2018-12-12,1005.0,CDU/CSU,0.3
563,2018-11-10,gms,2018-10-04,2018-10-10,1007.0,CDU/CSU,0.27
564,2018-09-27,gms,2018-09-20,2018-09-26,1005.0,CDU/CSU,0.27
565,2018-11-09,gms,2018-09-04,2018-09-10,1003.0,CDU/CSU,0.29
566,2018-01-08,gms,2018-07-25,2018-07-31,1005.0,CDU/CSU,0.3
567,2018-12-07,gms,2018-07-05,2018-07-11,1006.0,CDU/CSU,0.3
568,2018-05-17,gms,2018-05-11,2018-05-16,1003.0,CDU/CSU,0.34
569,2018-04-27,gms,2018-04-20,2018-04-26,1005.0,CDU/CSU,0.33
570,2018-03-22,gms,2018-03-16,2018-03-21,1003.0,CDU/CSU,0.33
571,2018-08-02,gms,2018-02-01,2018-02-07,1007.0,CDU/CSU,0.32
572,2018-03-01,gms,2018-12-27,2018-01-02,1005.0,CDU/CSU,0.32
573,2017-10-19,gms,2017-10-12,2017-10-18,1005.0,CDU/CSU,0.31
574,2021-09-16,dimap,2021-09-13,2021-09-15,1512.0,CDU/CSU,0.22
575,2021-02-09,dimap,2021-08-30,2021-09-01,1337.0,CDU/CSU,0.2
576,2021-08-19,dimap,2021-08-17,2021-08-18,1219.0,CDU/CSU,0.23
577,2021-05-08,dimap,2021-08-02,2021-08-04,1312.0,CDU/CSU,0.27
578,2021-07-22,dimap,2021-07-20,2021-07-21,1188.0,CDU/CSU,0.29
579,2021-01-07,dimap,2021-06-28,2021-06-30,1317.0,CDU/CSU,0.28
580,2021-06-24,dimap,2021-06-22,2021-06-23,1217.0,CDU/CSU,0.28
581,2021-10-06,dimap,2021-06-07,2021-06-09,1316.0,CDU/CSU,0.28
582,2021-05-13,dimap,2021-05-10,2021-05-11,1198.0,CDU/CSU,0.24
583,2021-06-05,dimap,2021-05-03,2021-05-05,1351.0,CDU/CSU,0.23
584,2021-04-15,dimap,2021-04-13,2021-04-14,1174.0,CDU/CSU,0.28
585,2021-01-04,dimap,2021-03-29,2021-03-30,1348.0,CDU/CSU,0.27
586,2021-03-18,dimap,2021-03-15,2021-03-17,1207.0,CDU/CSU,0.29
587,2021-04-03,dimap,2021-03-01,2021-03-02,1296.0,CDU/CSU,0.33
588,2021-02-18,dimap,2021-02-15,2021-02-17,1025.0,CDU/CSU,0.33
589,2021-04-02,dimap,2021-02-01,2021-02-03,1503.0,CDU/CSU,0.34
590,2021-01-21,dimap,2021-01-18,2021-01-20,1027.0,CDU/CSU,0.34
591,2021-07-01,dimap,2021-01-04,2021-01-06,1520.0,CDU/CSU,0.35
592,2020-10-12,dimap,2020-12-07,2020-12-09,1004.0,CDU/CSU,0.36
593,2020-03-12,dimap,2020-11-30,2020-12-02,1507.0,CDU/CSU,0.36
594,2020-11-26,dimap,2020-11-24,2020-11-25,1047.0,CDU/CSU,0.35
595,2020-12-11,dimap,2020-11-09,2020-11-11,1504.0,CDU/CSU,0.36
596,2020-10-15,dimap,2020-10-12,2020-10-14,1038.0,CDU/CSU,0.35
597,2020-01-10,dimap,2020-09-28,2020-09-30,1501.0,CDU/CSU,0.35
598,2020-09-17,dimap,2020-09-15,2020-09-16,1051.0,CDU/CSU,0.36
599,2020-03-09,dimap,2020-08-31,2020-09-02,1527.0,CDU/CSU,0.36
600,2020-08-20,dimap,2020-08-18,2020-08-19,1065.0,CDU/CSU,0.37
601,2020-06-08,dimap,2020-08-03,2020-08-05,1511.0,CDU/CSU,0.38
602,2020-07-23,dimap,2020-07-21,2020-07-22,1064.0,CDU/CSU,0.37
603,2020-02-07,dimap,2020-06-29,2020-07-01,1503.0,CDU/CSU,0.37
604,2020-06-25,dimap,2020-06-23,2020-06-24,1068.0,CDU/CSU,0.37
605,2020-04-06,dimap,2020-06-02,2020-06-03,1505.0,CDU/CSU,0.38
606,2020-05-14,dimap,2020-05-12,2020-05-13,1074.0,CDU/CSU,0.38
607,2020-07-05,dimap,2020-05-04,2020-05-06,1503.0,CDU/CSU,0.39
608,2020-04-16,dimap,2020-04-14,2020-04-15,1057.0,CDU/CSU,0.38
609,2020-02-04,dimap,2020-03-30,2020-04-01,1502.0,CDU/CSU,0.34
610,2020-03-19,dimap,2020-03-17,2020-03-18,1035.0,CDU/CSU,0.3
611,2020-05-03,dimap,2020-03-02,2020-03-04,1502.0,CDU/CSU,0.27
612,2020-02-13,dimap,2020-02-11,2020-02-13,1007.0,CDU/CSU,0.26
613,2020-06-02,dimap,2020-02-03,2020-02-05,1503.0,CDU/CSU,0.27
614,2020-01-23,dimap,2020-01-21,2020-01-22,1043.0,CDU/CSU,0.26
615,2020-09-01,dimap,2020-01-07,2020-01-08,1506.0,CDU/CSU,0.27
616,2019-12-12,dimap,2019-12-10,2019-12-11,1038.0,CDU/CSU,0.27
617,2019-05-12,dimap,2019-12-02,2019-12-04,1507.0,CDU/CSU,0.25
618,2019-11-14,dimap,2019-11-12,2019-11-13,1046.0,CDU/CSU,0.25
619,2019-07-11,dimap,2019-11-04,2019-11-06,1507.0,CDU/CSU,0.26
620,2019-10-17,dimap,2019-10-14,2019-10-16,1062.0,CDU/CSU,0.28
621,2019-10-10,dimap,2019-10-07,2019-10-09,1504.0,CDU/CSU,0.28
622,2019-09-19,dimap,2019-09-17,2019-09-18,1067.0,CDU/CSU,0.27
623,2019-05-09,dimap,2019-09-03,2019-09-04,1514.0,CDU/CSU,0.27
624,2019-08-22,dimap,2019-08-20,2019-08-21,1063.0,CDU/CSU,0.26
625,2019-01-08,dimap,2019-07-29,2019-07-31,1503.0,CDU/CSU,0.26
626,2019-07-25,dimap,2019-07-22,2019-07-24,1046.0,CDU/CSU,0.26
627,2019-04-07,dimap,2019-07-01,2019-07-03,1506.0,CDU/CSU,0.25
628,2019-06-27,dimap,2019-06-24,2019-06-26,1051.0,CDU/CSU,0.26
629,2019-06-06,dimap,2019-06-03,2019-06-05,1500.0,CDU/CSU,0.25
630,2019-02-05,dimap,2019-04-29,2019-04-30,1505.0,CDU/CSU,0.28
